path,mask_path,class_name,label,md5,duplicate_of
COVID/images/COVID-491.png,COVID/masks/COVID-491.png,COVID,0,30b7e282f9a853167be273cdea77dd74,COVID/images/COVID-1347.png
COVID/images/COVID-414.png,COVID/masks/COVID-414.png,COVID,0,897fd0d37976f8030252c40e2b5c4919,COVID/images/COVID-1350.png
COVID/images/COVID-794.png,COVID/masks/COVID-794.png,COVID,0,8825c2bc6a551d203f8b695478e69113,COVID/images/COVID-1350.png
COVID/images/COVID-470.png,COVID/masks/COVID-470.png,COVID,0,9523e19e68197dfaf5c1521d6c005759,COVID/images/COVID-1353.png
COVID/images/COVID-417.png,COVID/masks/COVID-417.png,COVID,0,c112069f26bd2008ce94bbea070bcb44,COVID/images/COVID-1356.png
COVID/images/COVID-820.png,COVID/masks/COVID-820.png,COVID,0,af69e9e1f6ce035c298b6a02b9c746bd,COVID/images/COVID-1356.png
COVID/images/COVID-419.png,COVID/masks/COVID-419.png,COVID,0,8caf755f07054205e60e1d78062716b2,COVID/images/COVID-1359.png
COVID/images/COVID-782.png,COVID/masks/COVID-782.png,COVID,0,5cf7a612dba597fe3f995610cd4a03c8,COVID/images/COVID-136.png
COVID/images/COVID-422.png,COVID/masks/COVID-422.png,COVID,0,b1067e2da5725c7502c34a46ce28ab80,COVID/images/COVID-1362.png
COVID/images/COVID-873.png,COVID/masks/COVID-873.png,COVID,0,8aa40eace946dc5ed4203908ebc86a9f,COVID/images/COVID-1362.png
COVID/images/COVID-139.png,COVID/masks/COVID-139.png,COVID,0,99bbcec3c4f4b16e633431150080dad7,COVID/images/COVID-137.png
COVID/images/COVID-246.png,COVID/masks/COVID-246.png,COVID,0,094cc25eff7f616990230d273d24dbd3,COVID/images/COVID-1373.png
COVID/images/COVID-241.png,COVID/masks/COVID-241.png,COVID,0,ac51104a5efab75d1c0bcef15cdaeb90,COVID/images/COVID-1376.png
COVID/images/COVID-316.png,COVID/masks/COVID-316.png,COVID,0,c039e268d493a793c9acd0514f3f7e60,COVID/images/COVID-1376.png
COVID/images/COVID-473.png,COVID/masks/COVID-473.png,COVID,0,7e0374d98f953e9e413acb7a2fc6a97a,COVID/images/COVID-1379.png
COVID/images/COVID-501.png,COVID/masks/COVID-501.png,COVID,0,4e02629ea53f58c03ac24ec6eec0c6e9,COVID/images/COVID-1392.png
COVID/images/COVID-1520.png,COVID/masks/COVID-1520.png,COVID,0,e0a9295bebed45bb74e25dcdc62a3b5a,COVID/images/COVID-1398.png
COVID/images/COVID-1553.png,COVID/masks/COVID-1553.png,COVID,0,00948749294adaf7ce29426cd3e5b2ab,COVID/images/COVID-1401.png
COVID/images/COVID-661.png,COVID/masks/COVID-661.png,COVID,0,daa9ae31edf320fe05bcd01646927fc5,COVID/images/COVID-1404.png
COVID/images/COVID-476.png,COVID/masks/COVID-476.png,COVID,0,402aa5ae53580ab5194d4a4e43e2f156,COVID/images/COVID-1407.png
COVID/images/COVID-786.png,COVID/masks/COVID-786.png,COVID,0,01cd06239262e057e183c645d5aeade0,COVID/images/COVID-141.png
COVID/images/COVID-692.png,COVID/masks/COVID-692.png,COVID,0,41b22adbd7688207cea44d60eb7b5bfc,COVID/images/COVID-1410.png
COVID/images/COVID-508.png,COVID/masks/COVID-508.png,COVID,0,fafe3da71de754839c2213359db672e7,COVID/images/COVID-1425.png
COVID/images/COVID-263.png,COVID/masks/COVID-263.png,COVID,0,6bbfbdfc70c5dc1d6ebde3e6d793310d,COVID/images/COVID-1428.png
COVID/images/COVID-340.png,COVID/masks/COVID-340.png,COVID,0,2ba470ccc238de961b3148f8dacc5ccf,COVID/images/COVID-1428.png
COVID/images/COVID-614.png,COVID/masks/COVID-614.png,COVID,0,595b73a003db377b71a98369e3842671,COVID/images/COVID-143.png
COVID/images/COVID-315.png,COVID/masks/COVID-315.png,COVID,0,75c5037c03c9f77507d185a227eca3b8,COVID/images/COVID-1431.png
COVID/images/COVID-355.png,COVID/masks/COVID-355.png,COVID,0,fc40df0ce811f80033563e492ccfc67f,COVID/images/COVID-1431.png
COVID/images/COVID-479.png,COVID/masks/COVID-479.png,COVID,0,7c3410abfe645c2157f40de7f707f434,COVID/images/COVID-1434.png
COVID/images/COVID-846.png,COVID/masks/COVID-846.png,COVID,0,f780caa9157f1e1a56f80167fc5bea48,COVID/images/COVID-1440.png
COVID/images/COVID-286.png,COVID/masks/COVID-286.png,COVID,0,548669c2ef013593f449a672ff722ff1,COVID/images/COVID-1443.png
COVID/images/COVID-1448.png,COVID/masks/COVID-1448.png,COVID,0,c5d1acb9d597f527294d60be4a7f48d8,COVID/images/COVID-1445.png
COVID/images/COVID-410.png,COVID/masks/COVID-410.png,COVID,0,c35148982679aacbe1076ee88fd6eab6,COVID/images/COVID-1452.png
COVID/images/COVID-486.png,COVID/masks/COVID-486.png,COVID,0,0497211c5a1569f18fff5ebdf49dd952,COVID/images/COVID-1452.png
COVID/images/COVID-511.png,COVID/masks/COVID-511.png,COVID,0,d7ee6d71eeb946ed0b88f9656628ebb0,COVID/images/COVID-1455.png
COVID/images/COVID-561.png,COVID/masks/COVID-561.png,COVID,0,077d22227ea21b184e45df2a8768e526,COVID/images/COVID-1458.png
COVID/images/COVID-464.png,COVID/masks/COVID-464.png,COVID,0,0a70d8c98ac2f3f6d1a2f460a8c5ed71,COVID/images/COVID-1466.png
COVID/images/COVID-423.png,COVID/masks/COVID-423.png,COVID,0,78aa871eacb9263b6365dde0c0bfd862,COVID/images/COVID-1469.png
COVID/images/COVID-714.png,COVID/masks/COVID-714.png,COVID,0,c6726eb72353b68ca553fd374fe48836,COVID/images/COVID-1472.png
COVID/images/COVID-615.png,COVID/masks/COVID-615.png,COVID,0,a9b35610bec3e18b8812f65acc9bec95,COVID/images/COVID-1511.png
COVID/images/COVID-687.png,COVID/masks/COVID-687.png,COVID,0,ce5daf13d682da0395184cdc9105a4b1,COVID/images/COVID-1526.png
COVID/images/COVID-8.png,COVID/masks/COVID-8.png,COVID,0,997bf5f126ef4639bdcbb199d815cf66,COVID/images/COVID-158.png
COVID/images/COVID-270.png,COVID/masks/COVID-270.png,COVID,0,df5f2df7aaa1fe3e4def5779b0ff2df3,COVID/images/COVID-163.png
COVID/images/COVID-619.png,COVID/masks/COVID-619.png,COVID,0,65b76ce2d64c2afcb507ebc967da68c1,COVID/images/COVID-163.png
COVID/images/COVID-522.png,COVID/masks/COVID-522.png,COVID,0,f6756b95edece466a08df328b6096cee,COVID/images/COVID-165.png
COVID/images/COVID-724.png,COVID/masks/COVID-724.png,COVID,0,acd3d4ca5ca692793528be2d190ec7e2,COVID/images/COVID-169.png
COVID/images/COVID-86.png,COVID/masks/COVID-86.png,COVID,0,87991453df26df4c8a87a4e5efdf5354,COVID/images/COVID-169.png
COVID/images/COVID-229.png,COVID/masks/COVID-229.png,COVID,0,76e3fba991bd030cf30cdaba299c2c93,COVID/images/COVID-17.png
COVID/images/COVID-764.png,COVID/masks/COVID-764.png,COVID,0,c6ce8684009686e163b36d5eb94e8e14,COVID/images/COVID-174.png
COVID/images/COVID-98.png,COVID/masks/COVID-98.png,COVID,0,871339550a590e156f472d9b19e32c11,COVID/images/COVID-178.png
COVID/images/COVID-21.png,COVID/masks/COVID-21.png,COVID,0,809c945514c36f4ef20b03c6ba1b11a5,COVID/images/COVID-18.png
COVID/images/COVID-744.png,COVID/masks/COVID-744.png,COVID,0,8f253d94c50b2fb39cc2548cc0a35daa,COVID/images/COVID-187.png
COVID/images/COVID-492.png,COVID/masks/COVID-492.png,COVID,0,e4bb152eedf30b3162f13a3582275f0d,COVID/images/COVID-189.png
COVID/images/COVID-376.png,COVID/masks/COVID-376.png,COVID,0,2c3ccd883d9b6391009e98b4cc21ffc3,COVID/images/COVID-20.png
COVID/images/COVID-529.png,COVID/masks/COVID-529.png,COVID,0,d8b316c183f445c6689194d1279e6755,COVID/images/COVID-201.png
COVID/images/COVID-527.png,COVID/masks/COVID-527.png,COVID,0,72efc8bc62f6b31b870258e130a7aa83,COVID/images/COVID-207.png
COVID/images/COVID-2085.png,COVID/masks/COVID-2085.png,COVID,0,0204017d4d7ae6819bd1b3f2b269dbd6,COVID/images/COVID-2084.png
COVID/images/COVID-517.png,COVID/masks/COVID-517.png,COVID,0,64105495d91b8c6db4a84af4fe4a7b13,COVID/images/COVID-214.png
COVID/images/COVID-56.png,COVID/masks/COVID-56.png,COVID,0,dd9a55e5c5b6d788101812af575d5fa0,COVID/images/COVID-214.png
COVID/images/COVID-29.png,COVID/masks/COVID-29.png,COVID,0,3093dcb4e316905426a958841a09fc7d,COVID/images/COVID-224.png
COVID/images/COVID-532.png,COVID/masks/COVID-532.png,COVID,0,84470cc85152c6a78315468305e604ad,COVID/images/COVID-227.png
COVID/images/COVID-71.png,COVID/masks/COVID-71.png,COVID,0,189f6c9d372cce83aeebbc92d4081031,COVID/images/COVID-227.png
COVID/images/COVID-32.png,COVID/masks/COVID-32.png,COVID,0,982f3937575f98b7d060a066f52dc850,COVID/images/COVID-232.png
COVID/images/COVID-35.png,COVID/masks/COVID-35.png,COVID,0,c0b499773715d72333b3698a80dd933e,COVID/images/COVID-234.png
COVID/images/COVID-548.png,COVID/masks/COVID-548.png,COVID,0,086568b4fc4fa22d5b713bcdebe18748,COVID/images/COVID-235.png
COVID/images/COVID-95.png,COVID/masks/COVID-95.png,COVID,0,7e5d095384f0ae42187f8ba9b2ba6877,COVID/images/COVID-235.png
COVID/images/COVID-38.png,COVID/masks/COVID-38.png,COVID,0,6524f729cffe89b7dca2d15e8111e321,COVID/images/COVID-237.png
COVID/images/COVID-2418.png,COVID/masks/COVID-2418.png,COVID,0,8a6bac7cea652166cf9a16910016851a,COVID/images/COVID-2416.png
COVID/images/COVID-2420.png,COVID/masks/COVID-2420.png,COVID,0,a5a17f454222439d049a8b8d8f2d1c6e,COVID/images/COVID-2419.png
COVID/images/COVID-2421.png,COVID/masks/COVID-2421.png,COVID,0,a5a17f454222439d049a8b8d8f2d1c6e,COVID/images/COVID-2419.png
COVID/images/COVID-2423.png,COVID/masks/COVID-2423.png,COVID,0,a29c8070cd53e97ca200908b98b9148c,COVID/images/COVID-2422.png
COVID/images/COVID-2432.png,COVID/masks/COVID-2432.png,COVID,0,ae12e9e3476fbda6f6d6bca01f2c146e,COVID/images/COVID-2431.png
COVID/images/COVID-2459.png,COVID/masks/COVID-2459.png,COVID,0,ea8279945f1a7902484bc31f0b7684d3,COVID/images/COVID-2458.png
COVID/images/COVID-2493.png,COVID/masks/COVID-2493.png,COVID,0,f31faecdd964f993ac0c30233e7b809b,COVID/images/COVID-2492.png
COVID/images/COVID-43.png,COVID/masks/COVID-43.png,COVID,0,5b330b2c3686a99006bd0eef81930741,COVID/images/COVID-253.png
COVID/images/COVID-572.png,COVID/masks/COVID-572.png,COVID,0,9dd86343fbcc6321229451c7010ed3a7,COVID/images/COVID-253.png
COVID/images/COVID-2667.png,COVID/masks/COVID-2667.png,COVID,0,61b60830a13d358097a206597e838caa,COVID/images/COVID-2666.png
COVID/images/COVID-2678.png,COVID/masks/COVID-2678.png,COVID,0,b44128fedd12e0b4ba66bf412b598d62,COVID/images/COVID-2677.png
COVID/images/COVID-2716.png,COVID/masks/COVID-2716.png,COVID,0,f41476fe77a87abe291111082132572c,COVID/images/COVID-2715.png
COVID/images/COVID-2717.png,COVID/masks/COVID-2717.png,COVID,0,f41476fe77a87abe291111082132572c,COVID/images/COVID-2715.png
COVID/images/COVID-2718.png,COVID/masks/COVID-2718.png,COVID,0,f41476fe77a87abe291111082132572c,COVID/images/COVID-2715.png
COVID/images/COVID-2719.png,COVID/masks/COVID-2719.png,COVID,0,f41476fe77a87abe291111082132572c,COVID/images/COVID-2715.png
COVID/images/COVID-280.png,COVID/masks/COVID-280.png,COVID,0,a565d01bb7f90e223fd0aa3b45cb0f8f,COVID/images/COVID-277.png
COVID/images/COVID-2773.png,COVID/masks/COVID-2773.png,COVID,0,0d3b81a43397083aa2a7bc41673ffdc8,COVID/images/COVID-2772.png
COVID/images/COVID-2774.png,COVID/masks/COVID-2774.png,COVID,0,0d3b81a43397083aa2a7bc41673ffdc8,COVID/images/COVID-2772.png
COVID/images/COVID-848.png,COVID/masks/COVID-848.png,COVID,0,166324c88e43b77016cb57fb500d83c5,COVID/images/COVID-279.png
COVID/images/COVID-2805.png,COVID/masks/COVID-2805.png,COVID,0,fa45797ff114786e642fcf0e74239c67,COVID/images/COVID-2804.png
COVID/images/COVID-2808.png,COVID/masks/COVID-2808.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2809.png,COVID/masks/COVID-2809.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2810.png,COVID/masks/COVID-2810.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2811.png,COVID/masks/COVID-2811.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2812.png,COVID/masks/COVID-2812.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2813.png,COVID/masks/COVID-2813.png,COVID,0,18077a6e3a5b53b166e4420c0dcb349c,COVID/images/COVID-2807.png
COVID/images/COVID-2823.png,COVID/masks/COVID-2823.png,COVID,0,4d0abd01310171042244ef70e6ec46d9,COVID/images/COVID-2822.png
COVID/images/COVID-2942.png,COVID/masks/COVID-2942.png,COVID,0,7a1aa0aa545c8c65ce804013f0b9d509,COVID/images/COVID-2941.png
COVID/images/COVID-2946.png,COVID/masks/COVID-2946.png,COVID,0,3ee4c7b3e36445c5d9d50a9e0e50dafe,COVID/images/COVID-2945.png
COVID/images/COVID-993.png,COVID/masks/COVID-993.png,COVID,0,3adb38cb8bc61d873ca43c9b23538d51,COVID/images/COVID-306.png
COVID/images/COVID-3141.png,COVID/masks/COVID-3141.png,COVID,0,2f51da616ff3a442cb961cc658066935,COVID/images/COVID-3140.png
COVID/images/COVID-3142.png,COVID/masks/COVID-3142.png,COVID,0,2f51da616ff3a442cb961cc658066935,COVID/images/COVID-3140.png
COVID/images/COVID-3143.png,COVID/masks/COVID-3143.png,COVID,0,2f51da616ff3a442cb961cc658066935,COVID/images/COVID-3140.png
COVID/images/COVID-3144.png,COVID/masks/COVID-3144.png,COVID,0,2f51da616ff3a442cb961cc658066935,COVID/images/COVID-3140.png
COVID/images/COVID-321.png,COVID/masks/COVID-321.png,COVID,0,16cba7b451eaeb361e18cf8293e80db9,COVID/images/COVID-319.png
COVID/images/COVID-3208.png,COVID/masks/COVID-3208.png,COVID,0,8aeb432c601bda736de2c00685b742c4,COVID/images/COVID-3207.png
COVID/images/COVID-3212.png,COVID/masks/COVID-3212.png,COVID,0,1b2e0c71cc32718da81000f134d0f03d,COVID/images/COVID-3211.png
COVID/images/COVID-3223.png,COVID/masks/COVID-3223.png,COVID,0,39638b7a338b3449721ebfd1966e5a6a,COVID/images/COVID-3222.png
COVID/images/COVID-3299.png,COVID/masks/COVID-3299.png,COVID,0,53ebb4dab0483d6eab54e28f26ae9212,COVID/images/COVID-3298.png
COVID/images/COVID-3374.png,COVID/masks/COVID-3374.png,COVID,0,2b8af56fbae5585d1b966b9be628c6ef,COVID/images/COVID-3373.png
COVID/images/COVID-3375.png,COVID/masks/COVID-3375.png,COVID,0,2b8af56fbae5585d1b966b9be628c6ef,COVID/images/COVID-3373.png
COVID/images/COVID-3376.png,COVID/masks/COVID-3376.png,COVID,0,2b8af56fbae5585d1b966b9be628c6ef,COVID/images/COVID-3373.png
COVID/images/COVID-3403.png,COVID/masks/COVID-3403.png,COVID,0,400d9d1a98a25103ab507e958dafe7b5,COVID/images/COVID-3402.png
COVID/images/COVID-3427.png,COVID/masks/COVID-3427.png,COVID,0,d5f977638d30f1b478f74da71e3a1d55,COVID/images/COVID-3426.png
COVID/images/COVID-3429.png,COVID/masks/COVID-3429.png,COVID,0,ee4af2b83de6d38cb4e51b23c08eb987,COVID/images/COVID-3428.png
COVID/images/COVID-66.png,COVID/masks/COVID-66.png,COVID,0,2b0fc0e47afcf672db4b84a9b915d893,COVID/images/COVID-344.png
COVID/images/COVID-428.png,COVID/masks/COVID-428.png,COVID,0,f6295e8bf9197d86e9a2b9c4462676c9,COVID/images/COVID-345.png
COVID/images/COVID-463.png,COVID/masks/COVID-463.png,COVID,0,5945caef54bc99a9b8621b66320bbc62,COVID/images/COVID-348.png
COVID/images/COVID-3489.png,COVID/masks/COVID-3489.png,COVID,0,0aeaf37dfdaa02cde927a0178a541b97,COVID/images/COVID-3488.png
COVID/images/COVID-3516.png,COVID/masks/COVID-3516.png,COVID,0,5ab9b497f3b22cd04833d7e9fb8ca177,COVID/images/COVID-3515.png
COVID/images/COVID-3548.png,COVID/masks/COVID-3548.png,COVID,0,6fa58dbd202752c147604c29c40e1494,COVID/images/COVID-3547.png
COVID/images/COVID-3574.png,COVID/masks/COVID-3574.png,COVID,0,21d0b24fc40c26eea1c474a25050f143,COVID/images/COVID-3573.png
COVID/images/COVID-3591.png,COVID/masks/COVID-3591.png,COVID,0,0f0ff2a36676df0c93fa253ba42d00f5,COVID/images/COVID-3590.png
COVID/images/COVID-3599.png,COVID/masks/COVID-3599.png,COVID,0,aa3d5cc879d7c61b1f6c44f19d611aaa,COVID/images/COVID-3598.png
COVID/images/COVID-595.png,COVID/masks/COVID-595.png,COVID,0,3315d6b9f9a6689277c719d691f4e283,COVID/images/COVID-374.png
COVID/images/COVID-538.png,COVID/masks/COVID-538.png,COVID,0,7b328fdffa739261f71e502595407420,COVID/images/COVID-381.png
